Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
modAECMutatorAPM60,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.060[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Скорость атак[-] [FFD700]УР.060[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]攻击速度[-] [FFD700]等级060[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.060[-]
modAECMutatorAPM67,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.067[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Скорость атак[-] [FFD700]УР.067[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]攻击速度[-] [FFD700]等级067[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.067[-]
modAECMutatorAPM73,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.073[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Скорость атак[-] [FFD700]УР.073[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]攻击速度[-] [FFD700]等级073[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.073[-]
modAECMutatorAPM80,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.080[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Скорость атак[-] [FFD700]УР.080[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]攻击速度[-] [FFD700]等级080[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.080[-]
modAECMutatorAPM87,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.087[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Скорость атак[-] [FFD700]УР.087[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]攻击速度[-] [FFD700]等级087[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.087[-]
modAECMutatorAPM93,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.093[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Скорость атак[-] [FFD700]УР.093[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]攻击速度[-] [FFD700]等级093[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.093[-]
modAECMutatorAPM100,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.100[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Скорость атак[-] [FFD700]УР.100[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]攻击速度[-] [FFD700]等级100[-],[FFD700][AEC][-] [FFFFFF]Attack speed[-] [FFD700]LVL.100[-]
modAECMutatorAiming07,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.007[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.007[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级007[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.007[-]
modAECMutatorAiming13,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.013[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.013[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.013[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.013[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.013[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.013[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.013[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.013[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.013[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.013[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.013[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级013[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.013[-]
modAECMutatorAiming20,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.020[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.020[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.020[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.020[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.020[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.020[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.020[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.020[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.020[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.020[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.020[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级020[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.020[-]
modAECMutatorAiming27,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.027[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.027[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.027[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.027[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.027[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.027[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.027[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.027[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.027[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.027[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.027[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级027[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.027[-]
modAECMutatorAiming33,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.033[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.033[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.033[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.033[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.033[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.033[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.033[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.033[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.033[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.033[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.033[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级033[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.033[-]
modAECMutatorAiming40,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.040[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.040[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.040[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.040[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.040[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.040[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.040[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.040[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.040[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.040[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.040[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级040[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.040[-]
modAECMutatorAiming47,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.047[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.047[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.047[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.047[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.047[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.047[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.047[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.047[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.047[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.047[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.047[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级047[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.047[-]
modAECMutatorAiming53,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.053[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.053[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.053[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.053[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.053[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.053[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.053[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.053[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.053[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.053[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.053[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级053[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.053[-]
modAECMutatorAiming60,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.060[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.060[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.060[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级060[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.060[-]
modAECMutatorAiming67,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.067[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.067[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.067[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级067[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.067[-]
modAECMutatorAiming73,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.073[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.073[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.073[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级073[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.073[-]
modAECMutatorAiming80,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.080[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.080[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.080[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级080[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.080[-]
modAECMutatorAiming87,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.087[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.087[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.087[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级087[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.087[-]
modAECMutatorAiming93,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.093[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.093[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.093[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级093[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.093[-]
modAECMutatorAiming100,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.100[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]Контроль оружия[-] [FFD700]УР.100[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.100[-],[FFD700][AEC][-] [FFFFFF]武器操控[-] [FFD700]等级100[-],[FFD700][AEC][-] [FFFFFF]Weapon handling[-] [FFD700]LVL.100[-]
modAECMutatorBlockDamage07,item_modifiers,Mod,false,,,[FFD700][AEC][-] [FFFFFF]Block damage[-] [FFD700]LVL.007[-],Continuous 100-level display-name override; no tier regrouping.,[FFD700][AEC][-] [FFFFFF]Block damage[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Block damage[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Block damage[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Block damage[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Block damage[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Block damage[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Block damage[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Block damage[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFFFFF]Урон по блокам[-] [FFD700]УР.007[-],[FFD700][AEC][-] [FFFFFF]Block damage[-] [FFD700]LVL.007[-],[FFD700][AEC][-] [FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级007[-],[FFD700][AEC][-] [FFFFFF]Block damage[-] [FFD700]LVL.007[-]
