Key,Source,Context,Changes,English,German
armorAssassinHelmetImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Hood. They won't even notice. Increases damage while stealthed. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],Mittlere Rüstung\nEine verbesserte Version der Assassinen-Kapuze. Sie werden es nicht einmal bemerken. Erhöht den Schaden im Verborgenen. Jetzt bist du besser im Kampf geschult.\n\n[DECEA3]Kompletter Set-Bonus:[-]\n[FF6666]Nahkampfwaffen-Boost[-] verfügbar (in Handschuhen installiert). Erhöht den von Scharfschützengewehren verursachten Schaden.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]
armorAssassinOutfitImp,items,Clothes,,Assassin Outfit [8692FF]Improved[-],Assassinen-Outfit [8692FF]„Verbessert“[-]
armorAssassinOutfitImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Outfit. Be unseen, unheard, and unharmed. Increases your effectiveness while in stealth mode and your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Mittlere Rüstung\nEine verbesserte Version des Assassinen-Outfits. Seien Sie unsichtbar, ungehört und unverletzt. Erhöht deine Effektivität im Stealth-Modus und deine Tragfähigkeit.\n\n[DECEA3]Kompletter Set-Bonus:[-]\n[FF6666]Nahkampfwaffen-Boost[-] verfügbar (installiert in Handschuhen). Erhöht den von Scharfschützengewehren verursachten Schaden.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]"
armorAssassinGlovesImp,items,Clothes,,Assassin Gloves [8692FF]Improved[-],Assassinen-Handschuhe [8692FF]„Verbessert“[-]
armorAssassinGlovesImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Gloves. Silent - but very fast. Increases the rate of fire and reload speed of sniper rifles. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Mittlere Rüstung\nEine verbesserte Version der Assassinen-Handschuhe. Lautlos – aber sehr schnell. Erhöht die Feuerrate und Nachladegeschwindigkeit von Scharfschützengewehren. Sie können einen Boost installieren, um die Angriffsgeschwindigkeit von Nahkampfwaffen zu erhöhen.\n\n[DECEA3]Kompletter Set-Bonus:[-]\n[FF6666]Nahkampfwaffen-Boost[-] verfügbar (installiert in Handschuhen). Erhöht den von Scharfschützengewehren verursachten Schaden.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]"
armorAssassinBootsImp,items,Clothes,,Assassin Boots [8692FF]Improved[-],Assassinen-Stiefel [8692FF]„Verbessert“[-]
armorAssassinBootsImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Boots. Become silent but deadly. When running in stealth mode, you will not make any sounds. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Mittlere Rüstung\nEine verbesserte Version der Assassinenstiefel. Werde still, aber tödlich. Im Stealth-Modus sind keine Geräusche zu hören. Es ist für Sie viel einfacher, bei Nahkampfangriffen das Gleichgewicht zu halten.\n\n[DECEA3]Kompletter Set-Bonus:[-]\n[FF6666]Nahkampfwaffen-Boost[-] verfügbar (installiert in Handschuhen). Erhöht den von Scharfschützengewehren verursachten Schaden.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]"
buffAssassinImpSetBonus,buffs,Buff,,[8692FF]Assassin[-],[8692FF]Attentäter[-]
buffAssassinImpSetBonusName,buffs,buff,,Armor Bonus,Rüstungsbonus
buffAssassinImpSetBonusTooltip,buffs,buff,,You are affected by the improved Assassin armor bonus.,Sie sind vom verbesserten Assassinen-Rüstungsbonus betroffen.
buffAssassinImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Assassin»[-] Improved Armor\nSniper rifle damage increased by [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].","Du hast einen vollständigen Satz [8692FF]„Assassin“[-] mit verbesserter Rüstung ausgerüstet.\nDer Schaden des Scharfschützengewehrs wurde um [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)} %[-] erhöht. Bei der Verbesserung von Nahkampfwaffen: Schaden um [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)} %[-] erhöht, Angriffsgeschwindigkeit um [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)} %[-] erhöht, Ausdauerkosten um reduziert [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-]."
armorGathererHelmetImp,items,Clothes,,Gatherer Helmet [8692FF]Improved[-],Sammlerhelm [8692FF]„Verbessert“[-]
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Schwere Rüstung\nVerbesserter Sammlerhelm. Diese vielseitige Kopfbedeckung ist sowohl beim Rohstoffabbau als auch im Baugewerbe bequem und sicher. Erhöht die beim Bauen und beim Ressourcenabbau gesammelte Erfahrung.\n\n[DECEA3]Vollständiger Set-Bonus:[-]\n[FF6666]Boost[-] verfügbar (in Körperpanzerung eingebaut). Erhöht die Menge der abgebauten Ressourcen und den Widerstand gegen jeglichen Schaden beim Einsatz von Bergbau- oder Bauwerkzeugen.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],Sammler-Outfit [8692FF]„Verbessert“[-]
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Schwere Rüstung\nVerbessertes Sammler-Outfit. Ein robuster und bequemer Anzug, der nicht nur vor Steinen, sondern auch vor Eindringlingen schützt. Dank der geräumigen Taschen können Sie immer alles dabei haben, was Sie für den Bergbau und den Bau benötigen.\n\n[DECEA3]Kompletter Set-Bonus:[-]\n[FF6666]Boost[-] verfügbar (im Körperpanzer eingebaut). Erhöht die Menge der abgebauten Ressourcen und den Widerstand gegen jeglichen Schaden beim Einsatz von Bergbau- oder Bauwerkzeugen.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]"
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],Sammlerhandschuhe [8692FF]„Verbessert“[-]
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Schwere Rüstung\nVerbesserte Sammlerhandschuhe. Dank der verbesserten Innenhandbeschichtung lassen Sie das Werkzeug nur dann los, wenn Ihnen jemand hilft. Erhöht den Blockschaden und verringert die Werkzeugverschlechterung bei Reparaturen.\n\n[DECEA3]Vollständiger Set-Bonus:[-]\n[FF6666]Boost[-] verfügbar (in Körperpanzerung eingebaut). Erhöht die Menge der abgebauten Ressourcen und den Widerstand gegen jeglichen Schaden beim Einsatz von Bergbau- oder Bauwerkzeugen.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]"
armorGathererBootsImp,items,Clothes,,Gatherer Boots [8692FF]Improved[-],Sammlerstiefel [8692FF]„Verbessert“[-]
armorGathererBootsImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer's Boots. There's no better shoe for heavy-duty work. Increases safe fall height and stamina.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Schwere Rüstung\nVerbesserte Sammlerstiefel. Es gibt keinen besseren Schuh für schwere Arbeiten. Erhöht die sichere Fallhöhe und Ausdauer.\n\n[DECEA3]Kompletter Set-Bonus:[-]\n[FF6666]Boost[-] verfügbar (in Körperpanzerung eingebaut). Erhöht die Menge der abgebauten Ressourcen und den Widerstand gegen jeglichen Schaden beim Einsatz von Bergbau- oder Bauwerkzeugen.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]
buffGathererImpSetBonus,buffs,Buff,,[8692FF]Gatherer[-],[8692FF]Sammler[-]
buffGathererImpSetBonusName,buffs,buff,,Armor Bonus,Rüstungsbonus
buffGathererImpSetBonusTooltip,buffs,buff,,You are affected by the improved Gatherer armor bonus.,Sie sind vom verbesserten Rüstungsbonus des Sammlers betroffen.
buffGathererImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]Gatherer[-] improved Armor\nThe amount of any extracted resources has been increased by [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nWhile holding construction or mining tools, damage taken is reduced by [DECEA3]15%[-].","Du hast einen vollständigen Satz verbesserter [8692FF]Gatherer[-]-Rüstung ausgerüstet.\nDie Menge der extrahierten Ressourcen wurde um [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)} %[-] erhöht.\n\nWährend du Bau- oder Bergbauwerkzeuge in der Hand hältst, wird der erlittene Schaden um [DECEA3]15 %[-] verringert."
armorNomadHelmetImp,items,Clothes,,Nomad Helmet [8692FF]Improved[-],Nomad-Helm [8692FF]„Verbessert“[-]
armorNomadHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Helmet. This headdress, which protects against the harsh conditions of the wasteland, allows the nomad to go on long journeys. Reduces the consumption of food and water. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Schwere Rüstung\nEine verbesserte Version des Nomad-Helms. Dieser Kopfschmuck, der vor den rauen Bedingungen der Einöde schützt, ermöglicht dem Nomaden lange Reisen. Reduziert den Verbrauch von Nahrung und Wasser. Jetzt bist du besser im Kampf geschult.\n\n[DECEA3]Kompletter Set-Bonus:[-]\n[FF6666]Nahkampfwaffen-Boost[-] verfügbar (in Handschuhen installiert). Erhöht den von Schrotflinten verursachten Schaden.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]"
armorNomadOutfitImp,items,Clothes,,Nomad Outfit [8692FF]Improved[-],Nomaden-Outfit [8692FF]„Verbessert“[-]
armorNomadOutfitImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nomad Outfit. Anything can happen on any journey. The main thing is to be able to quickly recover and move on. Speeds up recovery from critical injuries and increases your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Schwere Rüstung\nEine verbesserte Version des Nomad-Outfits. Auf jeder Reise kann alles passieren. Die Hauptsache ist, sich schnell erholen und weitermachen zu können. Beschleunigt die Genesung nach kritischen Verletzungen und erhöht Ihre Tragfähigkeit.\n\n[DECEA3]Kompletter Set-Bonus:[-]\n[FF6666]Nahkampfwaffen-Boost[-] verfügbar (installiert in Handschuhen). Erhöht den von Schrotflinten verursachten Schaden.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]"
armorNomadGlovesImp,items,Clothes,,Nomad Gloves [8692FF]Improved[-],Nomad-Handschuhe [8692FF]„Verbessert“[-]
armorNomadGlovesImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Gloves. If you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Schwere Rüstung\nEine verbesserte Version der Nomad-Handschuhe. Wenn man zum Übernachten in ein Haus geht, ist dort bestimmt jemand. Erhöht die Feuerrate und Nachladegeschwindigkeit von Schrotflinten. Sie können einen Boost installieren, um die Angriffsgeschwindigkeit von Nahkampfwaffen zu erhöhen.\n\n[DECEA3]Kompletter Set-Bonus:[-]\n[FF6666]Nahkampfwaffen-Boost[-] verfügbar (installiert in Handschuhen). Erhöht den von Schrotflinten verursachten Schaden.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]"
armorNomadBootsImp,items,Clothes,,Nomad Boots [8692FF]Improved[-],Nomadenstiefel [8692FF]„Verbessert“[-]
armorNomadBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Boots. When crawling through mountains, it is better not to look down. Increases safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Schwere Rüstung\nEine verbesserte Version der Nomad Boots. Beim Kriechen durch Berge ist es besser, nicht nach unten zu schauen. Erhöht die sichere Fallhöhe. Es ist für Sie viel einfacher, bei Nahkampfangriffen das Gleichgewicht zu halten.\n\n[DECEA3]Kompletter Set-Bonus:[-]\n[FF6666]Nahkampfwaffen-Boost[-] verfügbar (installiert in Handschuhen). Erhöht den von Schrotflinten verursachten Schaden.\n\n[DECEA3]Reparatur erfordert Reparaturset (verbessert).[-]"
buffNomadImpSetBonus,buffs,Buff,,[8692FF]Nomad[-],[8692FF]Nomade[-]
buffNomadImpSetBonusName,buffs,buff,,Armor Bonus,Rüstungsbonus
buffNomadImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nomad armor bonus.,Sie sind vom verbesserten Nomad-Rüstungsbonus betroffen.
buffNomadImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Nomad»[-] improved Armor\nShotgun damage increased by [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-].","Du hast einen vollständigen Satz [8692FF]„Nomad“[-] verbesserter Rüstung ausgerüstet\nSchrotflintenschaden um [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)} %[-] erhöht. Bei der Verbesserung von Nahkampfwaffen: Schaden um [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)} %[-] erhöht, Angriffsgeschwindigkeit um [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)} %[-] erhöht, Ausdauerkosten um reduziert [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-]."
armorNerdHelmetImp,items,Clothes,,Nerd Goggles [8692FF]Improved[-],Nerd-Brille [8692FF]„Verbessert“[-]
armorNerdHelmetImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Goggles. This headgear allows the nerd to learn significantly faster. You now gain more experience from trap kills.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],Schwere Rüstung\nEine verbesserte Version der Nerd-Brille. Mit dieser Kopfbedeckung lernt der Nerd deutlich schneller. Du erhältst jetzt mehr Erfahrung durch Fallen-Kills.\n\n[DECEA3]Bonus für das komplette Set:[-]\nErhöht den Schaden durch [DECEA3]Kampffähigkeiten „Intelligenz“[-].\nDu kannst [DECEA3]1[-] mehr Geschützturm einsetzen.\n\n[DECEA3]Die Modifikation „Boost“ kann nicht auf diesem Set installiert werden.\nReparatur erfordert Reparaturset (verbessert).[-]
armorNerdOutfitImp,items,Clothes,,Nerd Outfit [8692FF]Improved[-],Nerd-Outfit [8692FF]„Verbessert“[-]
armorNerdOutfitImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nerd Outfit. Live and learn. Increases the chance to gain additional skill points when reading magazines, as well as the chance to find books, magazines, and recipes in loot.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]","Schwere Rüstung\nEine verbesserte Version des Nerd-Outfits. Lebe und lerne. Erhöht die Chance, beim Lesen von Zeitschriften zusätzliche Fertigkeitspunkte zu erhalten, sowie die Chance, Bücher, Zeitschriften und Rezepte in der Beute zu finden.\n\n[DECEA3]Kompletter Set-Bonus:[-]\nErhöht den Schaden durch [DECEA3]Kampffertigkeiten „Intelligenz“[-].\nSie können [DECEA3]1[-] mehr Geschützturm aufstellen.\n\n[DECEA3]Die Modifikation „Boost“ kann darauf nicht installiert werden eingestellt.\nReparatur erfordert Reparatursatz (verbessert).[-]"
