Key,Source,Context,Changes,English,Turkish
armorAssassinHelmetImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Hood. They won't even notice. Increases damage while stealthed. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],Orta Zırh\nAssassin Hood'un geliştirilmiş bir versiyonu. Farkına bile varmayacaklar. Gizliyken hasarı artırır. Artık dövüş konusunda daha iyi eğitilmişsiniz.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yakın Dövüş Silahı Takviyesi[-] mevcut (eldivenlere takılı). Keskin nişancı tüfeklerinin verdiği hasarı artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]
armorAssassinOutfitImp,items,Clothes,,Assassin Outfit [8692FF]Improved[-],Suikastçı Kıyafeti [8692FF]«Geliştirilmiş»[-]
armorAssassinOutfitImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Outfit. Be unseen, unheard, and unharmed. Increases your effectiveness while in stealth mode and your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Orta Zırh\nSuikastçı Kıyafetinin geliştirilmiş bir versiyonu. Görünmez, duyulmamış ve zarar görmemiş olun. Gizli moddayken etkinliğinizi ve taşıma kapasitenizi artırır.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yakın Dövüş Silahı Takviyesi[-] mevcuttur (eldivenlere takılmıştır). Keskin nişancı tüfeklerinin verdiği hasarı artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]"
armorAssassinGlovesImp,items,Clothes,,Assassin Gloves [8692FF]Improved[-],Suikastçı Eldivenleri [8692FF]«Geliştirilmiş»[-]
armorAssassinGlovesImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Gloves. Silent - but very fast. Increases the rate of fire and reload speed of sniper rifles. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],Orta Zırh\nSuikastçı Eldivenlerinin geliştirilmiş bir versiyonu. Sessiz ama çok hızlı. Keskin nişancı tüfeklerinin atış hızını ve yeniden yükleme hızını artırır. Yakın dövüş silahlarının saldırı hızını artırmak için bir takviye yükleyebilirsiniz.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yakın Dövüş Silahı Takviyesi[-] mevcuttur (eldivenlere takılmıştır). Keskin nişancı tüfeklerinin verdiği hasarı artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]
armorAssassinBootsImp,items,Clothes,,Assassin Boots [8692FF]Improved[-],Suikastçı Çizmesi [8692FF]«Geliştirilmiş»[-]
armorAssassinBootsImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Boots. Become silent but deadly. When running in stealth mode, you will not make any sounds. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]",Orta Zırh\nAssassin Boots'un geliştirilmiş bir versiyonu. Sessiz ol ama ölümcül ol. Gizli modda çalışırken herhangi bir ses çıkarmayacaksınız. Yakın dövüş saldırıları sırasında dengenizi korumanız çok daha kolaydır.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yakın Dövüş Silahı Takviyesi[-] mevcuttur (eldivenlere takılmıştır). Keskin nişancı tüfeklerinin verdiği hasarı artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]
buffAssassinImpSetBonus,buffs,Buff,,[8692FF]Assassin[-],[8692FF]Suikastçı[-]
buffAssassinImpSetBonusName,buffs,buff,,Armor Bonus,Zırh Bonusu
buffAssassinImpSetBonusTooltip,buffs,buff,,You are affected by the improved Assassin armor bonus.,Geliştirilmiş Suikastçı zırh bonusundan etkilenirsiniz.
buffAssassinImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Assassin»[-] Improved Armor\nSniper rifle damage increased by [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].","Tam bir [8692FF]«Assassin»[-] Geliştirilmiş Zırh setini donattınız\nKeskin nişancı tüfeğinin hasarı [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-] artırıldı. Yakın dövüş silahlarını geliştirirken: hasar [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-] artırıldı, saldırı hızı [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-] artırıldı, dayanıklılık maliyeti azaltıldı [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-]."
armorGathererHelmetImp,items,Clothes,,Gatherer Helmet [8692FF]Improved[-],Toplayıcı Miğferi [8692FF]«Gelişmiş»[-]
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Ağır Zırh\nGeliştirilmiş Toplayıcı Kaskı. Bu çok yönlü başlık hem kaynak madenciliği hem de inşaat için rahat ve güvenlidir. İnşaat ve kaynak madenciliği sırasında kazanılan deneyimi artırır.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yükseltme[-] mevcuttur (vücut zırhına takılıdır). Çıkarılan kaynakların miktarını ve madencilik veya inşaat aletlerini kullanırken her türlü hasara karşı direnci artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],Toplayıcı Kıyafeti [8692FF]«Geliştirilmiş»[-]
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Ağır Zırh\nGeliştirilmiş Toplayıcı Kıyafeti. Sadece kayalardan değil davetsiz misafirlerden de koruyan dayanıklı ve konforlu bir kıyafet. Geniş cepler sayesinde, madencilik ve inşaat için ihtiyacınız olan her şeyi her zaman taşıyabilirsiniz.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yükseltme[-] mevcut (vücut zırhına takılı). Çıkarılan kaynakların miktarını ve madencilik veya inşaat aletlerini kullanırken her türlü hasara karşı direnci artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]"
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],Toplayıcı Eldivenleri [8692FF]«Geliştirilmiş»[-]
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Ağır Zırh\nGeliştirilmiş Toplayıcı Eldivenleri. Geliştirilmiş avuç içi kaplaması sayesinde, aleti ancak birisi size yardım ederse bırakacaksınız. Blok hasarını artırır ve onarımlar sırasında aletin bozulmasını azaltır.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yükseltme[-] mevcut (koruyucu zırha takılı). Çıkarılan kaynakların miktarını ve madencilik veya inşaat aletlerini kullanırken her türlü hasara karşı direnci artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]"
armorGathererBootsImp,items,Clothes,,Gatherer Boots [8692FF]Improved[-],Toplayıcı Çizmesi [8692FF]«Gelişmiş»[-]
armorGathererBootsImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer's Boots. There's no better shoe for heavy-duty work. Increases safe fall height and stamina.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Ağır Zırh\nGeliştirilmiş Toplayıcı Botları. Ağır işler için daha iyi bir ayakkabı yoktur. Güvenli düşme yüksekliğini ve dayanıklılığı artırır.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yükseltme[-] mevcuttur (vücut zırhına takılıdır). Çıkarılan kaynakların miktarını ve madencilik veya inşaat aletlerini kullanırken her türlü hasara karşı direnci artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]
buffGathererImpSetBonus,buffs,Buff,,[8692FF]Gatherer[-],[8692FF]Toplayıcı[-]
buffGathererImpSetBonusName,buffs,buff,,Armor Bonus,Zırh Bonusu
buffGathererImpSetBonusTooltip,buffs,buff,,You are affected by the improved Gatherer armor bonus.,Geliştirilmiş Toplayıcı zırh bonusundan etkilenirsiniz.
buffGathererImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]Gatherer[-] improved Armor\nThe amount of any extracted resources has been increased by [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nWhile holding construction or mining tools, damage taken is reduced by [DECEA3]15%[-].","Tam bir [8692FF]Gatherer[-] geliştirilmiş Zırh seti donattınız\nÇıkartılan kaynakların miktarı [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-] artırıldı.\n\nİnşaat veya madencilik aletlerini tutarken, alınan hasar [DECEA3]%15[-] azaltıldı."
armorNomadHelmetImp,items,Clothes,,Nomad Helmet [8692FF]Improved[-],Göçebe Miğferi [8692FF]«Geliştirilmiş»[-]
armorNomadHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Helmet. This headdress, which protects against the harsh conditions of the wasteland, allows the nomad to go on long journeys. Reduces the consumption of food and water. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Ağır Zırh\nGöçebe Miğferinin geliştirilmiş bir versiyonu. Çorak arazinin zorlu koşullarına karşı koruma sağlayan bu başlık, göçebenin uzun yolculuklara çıkmasına olanak tanıyor. Yiyecek ve su tüketimini azaltır. Artık dövüş konusunda daha iyi eğitilmişsiniz.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yakın Dövüş Silahı Takviyesi[-] mevcut (eldivenlere takılı). Pompalı tüfeklerin verdiği hasarı artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]"
armorNomadOutfitImp,items,Clothes,,Nomad Outfit [8692FF]Improved[-],Göçebe Kıyafeti [8692FF]«Geliştirilmiş»[-]
armorNomadOutfitImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nomad Outfit. Anything can happen on any journey. The main thing is to be able to quickly recover and move on. Speeds up recovery from critical injuries and increases your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-],Ağır Zırh\nGöçebe Kıyafetinin geliştirilmiş bir versiyonu. Her yolculukta her şey olabilir. Önemli olan hızlı bir şekilde iyileşip yolunuza devam edebilmektir. Kritik yaralanmalarda iyileşmeyi hızlandırır ve taşıma kapasitenizi artırır.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yakın Dövüş Silahı Takviyesi[-] mevcuttur (eldivenlere takılı). Pompalı tüfeklerin verdiği hasarı artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]
armorNomadGlovesImp,items,Clothes,,Nomad Gloves [8692FF]Improved[-],Göçebe Eldivenleri [8692FF]«Gelişmiş»[-]
armorNomadGlovesImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Gloves. If you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Ağır Zırh\nGöçebe Eldivenlerinin geliştirilmiş bir versiyonu. Geceyi geçirmek için bir eve girerseniz, orada mutlaka biri vardır. Av tüfeğinin atış hızını ve yeniden doldurma hızını artırır. Yakın dövüş silahlarının saldırı hızını artırmak için bir takviye yükleyebilirsiniz.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yakın Dövüş Silahı Takviyesi[-] mevcuttur (eldivenlere takılmıştır). Pompalı tüfeklerin verdiği hasarı artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]"
armorNomadBootsImp,items,Clothes,,Nomad Boots [8692FF]Improved[-],Göçebe Çizmesi [8692FF]«Gelişmiş»[-]
armorNomadBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Boots. When crawling through mountains, it is better not to look down. Increases safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",Ağır Zırh\nGöçebe Botlarının geliştirilmiş bir versiyonu. Dağlardan geçerken aşağıya bakmamak daha iyidir. Güvenli düşme yüksekliğini artırır. Yakın dövüş saldırıları sırasında dengenizi korumanız çok daha kolaydır.\n\n[DECEA3]Tam Set Bonusu:[-]\n[FF6666]Yakın Dövüş Silahı Takviyesi[-] mevcuttur (eldivenlere takılmıştır). Pompalı tüfeklerin verdiği hasarı artırır.\n\n[DECEA3]Onarım için tamir seti gerekir (geliştirilmiş).[-]
buffNomadImpSetBonus,buffs,Buff,,[8692FF]Nomad[-],[8692FF]Göçebe[-]
buffNomadImpSetBonusName,buffs,buff,,Armor Bonus,Zırh Bonusu
buffNomadImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nomad armor bonus.,Geliştirilmiş Göçebe zırh bonusundan etkileniyorsunuz.
buffNomadImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Nomad»[-] improved Armor\nShotgun damage increased by [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-].","Tam bir [8692FF]«Nomad»[-] iyileştirilmiş Zırh seti donattınız\nAv tüfeği hasarı [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-] artırıldı. Yakın dövüş silahlarını geliştirirken: hasar [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}[-] artırıldı, saldırı hızı [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-] artırıldı, dayanıklılık maliyeti azaltıldı [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-]."
armorNerdHelmetImp,items,Clothes,,Nerd Goggles [8692FF]Improved[-],İnek Gözlükleri [8692FF]«Geliştirilmiş»[-]
armorNerdHelmetImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Goggles. This headgear allows the nerd to learn significantly faster. You now gain more experience from trap kills.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],Ağır Zırh\nNerd Goggles'ın geliştirilmiş bir versiyonu. Bu başlık ineğin çok daha hızlı öğrenmesini sağlar. Artık tuzak öldürmelerden daha fazla deneyim kazanıyorsunuz.\n\n[DECEA3]Tam Set Bonusu:[-]\n[DECEA3]«Zeka»[-] savaş becerilerinin verdiği hasarı artırır.\n[DECEA3]1[-] taret daha konuşlandırabilirsiniz.\n\n[DECEA3] «Takviye» modifikasyonu bu sete yüklenemez.\nOnarım tamir seti gerektirir (geliştirilmiş).[-]
armorNerdOutfitImp,items,Clothes,,Nerd Outfit [8692FF]Improved[-],İnek Kıyafeti [8692FF]«Geliştirilmiş»[-]
armorNerdOutfitImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nerd Outfit. Live and learn. Increases the chance to gain additional skill points when reading magazines, as well as the chance to find books, magazines, and recipes in loot.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]","Ağır Zırh\nNerd Kıyafetinin geliştirilmiş bir versiyonu. Yaşa ve öğren. Dergi okurken ek beceri puanı kazanma şansını ve ayrıca ganimet olarak kitap, dergi ve tarif bulma şansını artırır.\n\n[DECEA3]Tam Set Bonusu:[-]\n[DECEA3]«Zeka»[-] savaş becerilerinden gelen hasarı artırır.\n[DECEA3]1[-] kule daha konuşlandırabilirsiniz.\n\n[DECEA3]«Takviye» modifikasyonu buna yüklenemez ayarlayın.\nOnarım için tamir seti gerekir (geliştirilmiş).[-]"
