Key,Source,Context,Changes,English,Tchinese
buffAssassinImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Assassin»[-] Improved Armor\nSniper rifle damage increased by [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].",您已裝備全套 [8692FF]《刺客》[-] 強化護甲\n狙擊步槍傷害增加 [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]。強化近戰武器時：傷害增加 [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-]，攻擊速度增加[DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-]，體力消耗減少[DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].
armorGathererHelmetImp,items,Clothes,,Gatherer Helmet [8692FF]Improved[-],採集者頭盔 [8692FF]《改進》[-]
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],重甲\n改良的採集者頭盔。這種多功能頭盔對於資源開採和建築來說都是舒適且安全的。增加在建造和資源開採過程中獲得的經驗。 \n\n[DECEA3]全套獎勵：[-]\n[FF6666]Boost[-]可用（安裝在防彈衣中）。增加開採資源的數量以及使用採礦或建築工具時對任何損壞的抵抗力。 \n\n[DECEA3]修復需要修復套件（改進）。 [-]
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],採集者服裝 [8692FF]《改進》[-]
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重甲\n改進了採集者的服裝。一款耐用且舒適的防護服，不僅可以防止岩石，還可以防止入侵者。由於寬敞的口袋，您可以隨時攜帶採礦和建築所需的一切。 \n\n[DECEA3]全套獎勵：[-]\n[FF6666]Boost[-]可用（安裝在防彈衣中）。增加開採資源的數量以及使用採礦或建築工具時對任何損壞的抵抗力。 \n\n[DECEA3]修復需要修復套件（改進）。 [-]
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],採集者手套 [8692FF]《改進》[-]
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重甲\n改良的採集者手套。由於改進了手掌塗層，只有有人幫助您時您才會鬆開該工具。增加方塊損壞並減少修復過程中的工具退化。 \n\n[DECEA3]全套獎勵：[-]\n[FF6666]Boost[-]可用（安裝在防彈衣中）。增加開採資源的數量以及使用採礦或建築工具時對任何損壞的抵抗力。 \n\n[DECEA3]修復需要修復套件（改進）。 [-]
armorGathererBootsImp,items,Clothes,,Gatherer Boots [8692FF]Improved[-],收集者靴子 [8692FF]《改進》[-]
armorGathererBootsImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer's Boots. There's no better shoe for heavy-duty work. Increases safe fall height and stamina.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],重甲\n改進的採集者靴子。沒有比這更好的鞋子適合繁重的工作了。增加安全墜落高度和耐力。 \n\n[DECEA3]全套獎勵：[-]\n[FF6666]Boost[-]可用（安裝在防彈衣中）。增加開採資源的數量以及使用採礦或建築工具時對任何損壞的抵抗力。 \n\n[DECEA3]修復需要修復套件（改進）。 [-]
buffGathererImpSetBonus,buffs,Buff,,[8692FF]Gatherer[-],[8692FF]採集者[-]
buffGathererImpSetBonusName,buffs,buff,,Armor Bonus,護甲加成
buffGathererImpSetBonusTooltip,buffs,buff,,You are affected by the improved Gatherer armor bonus.,你受到改進的採集者護甲加值的影響。
buffGathererImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]Gatherer[-] improved Armor\nThe amount of any extracted resources has been increased by [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nWhile holding construction or mining tools, damage taken is reduced by [DECEA3]15%[-].",你已經裝備了全套[8692FF]Gatherer[-]改良護甲\n提取的資源數量增加了[DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-]。 \n\n持有建築或採礦工具時，受到的傷害減少[DECEA3]15%[-]。
armorNomadHelmetImp,items,Clothes,,Nomad Helmet [8692FF]Improved[-],遊牧頭盔 [8692FF]«改進»[-]
armorNomadHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Helmet. This headdress, which protects against the harsh conditions of the wasteland, allows the nomad to go on long journeys. Reduces the consumption of food and water. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重甲\n遊牧頭盔的改良版本。這種頭飾可以抵禦荒地的惡劣條件，讓遊牧民族能夠進行長途旅行。減少食物和水的消耗。現在你在戰鬥中得到了更好的訓練。 \n\n[DECEA3]全套獎勵：[-]\n[FF6666]近戰武器增強[-]可用（安裝在手套中）。增加霰彈槍造成的傷害。 \n\n[DECEA3]修理需要修理套件（改良）。 [-]
armorNomadOutfitImp,items,Clothes,,Nomad Outfit [8692FF]Improved[-],遊牧服裝 [8692FF]《改進》[-]
armorNomadOutfitImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nomad Outfit. Anything can happen on any journey. The main thing is to be able to quickly recover and move on. Speeds up recovery from critical injuries and increases your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-],重甲\n游牧服裝的改良版。任何旅程中任何事情都可能發生。最主要的是能夠快速恢復並繼續前進。加速從嚴重傷害中恢復並增加你的承載能力。 \n\n[DECEA3]全套獎勵：[-]\n[FF6666]近戰武器增強[-]可用（安裝在手套中）。增加霰彈槍造成的傷害。 \n\n[DECEA3]修理需要修理套件（改良）。 [-]
armorNomadGlovesImp,items,Clothes,,Nomad Gloves [8692FF]Improved[-],遊牧手套 [8692FF]《改進》[-]
armorNomadGlovesImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Gloves. If you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重甲\n游牧手套的改良版。如果你進一所房子過夜，那裡一定有人。提高霰彈槍的射速和裝填速度。您可以安裝助推器來提高近戰武器的攻擊速度。 \n\n[DECEA3]全套獎勵：[-]\n[FF6666]近戰武器助推器[-]可用（安裝在手套中）。增加霰彈槍造成的傷害。 \n\n[DECEA3]修理需要修理套件（改良）。 [-]
armorNomadBootsImp,items,Clothes,,Nomad Boots [8692FF]Improved[-],遊牧靴子 [8692FF]《改進》[-]
armorNomadBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Boots. When crawling through mountains, it is better not to look down. Increases safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重甲\n游牧靴子的改良版本。爬山時，最好不要往下看。增加安全墜落高度。在近戰攻擊中你更容易保持平衡。 \n\n[DECEA3]全套獎勵：[-]\n[FF6666]近戰武器增強[-]可用（安裝在手套中）。增加霰彈槍造成的傷害。 \n\n[DECEA3]修理需要修理套件（改良）。 [-]
buffNomadImpSetBonus,buffs,Buff,,[8692FF]Nomad[-],[8692FF]遊牧者[-]
buffNomadImpSetBonusName,buffs,buff,,Armor Bonus,護甲加成
buffNomadImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nomad armor bonus.,你受到改進的游牧護甲加值的影響。
buffNomadImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Nomad»[-] improved Armor\nShotgun damage increased by [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-].",您已裝備了一整套 [8692FF]«Nomad»[-] 改良護甲\n霰彈槍傷害增加 [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]。強化近戰武器時：傷害增加 [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-]，攻擊速度增加[DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-]，體力消耗減少[DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-].
armorNerdHelmetImp,items,Clothes,,Nerd Goggles [8692FF]Improved[-],書呆子護目鏡 [8692FF]«改良»[-]
armorNerdHelmetImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Goggles. This headgear allows the nerd to learn significantly faster. You now gain more experience from trap kills.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],重甲\n書呆子護目鏡的改良版。這款頭飾可以讓書呆子學習得更快。現在，你可以從陷阱擊殺中獲得更多經驗。 \n\n[DECEA3]全套獎勵：[-]\n增加 [DECEA3]《智力》[-] 戰鬥技能的傷害。 \n你可以部署 [DECEA3]1[-] 個砲塔。 \n\n[DECEA3]《Boost》改裝無法安裝在這套裝置上。 \n修復需要維修套件（改進）。 [-]
armorNerdOutfitImp,items,Clothes,,Nerd Outfit [8692FF]Improved[-],書呆子服裝 [8692FF]《改進》[-]
armorNerdOutfitImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nerd Outfit. Live and learn. Increases the chance to gain additional skill points when reading magazines, as well as the chance to find books, magazines, and recipes in loot.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]",重甲\n書呆子服裝的改良版。生活和學習。增加閱讀雜誌時獲得額外技能點數的機會，以及在戰利品中找到書籍、雜誌和食譜的機會。 \n\n[DECEA3]全套獎勵：[-]\n增加[DECEA3]《智力》[-]戰鬥技能的傷害。 \n你可以部署[DECEA3]1[-]個更多砲塔。 \n\n[DECEA3]此裝備無法安裝《Boost》改裝設定。 \n修復需要修復套件（改進）。 [-]
armorNerdGlovesImp,items,Clothes,,Nerd Gloves [8692FF]Improved[-],書呆子手套 [8692FF]《改良》[-]
armorNerdGlovesImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Gloves. Increases turret reload speed and stun baton attack speed.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],重甲\n書呆子手套的改良版。提高砲塔裝填速度和暈眩指揮棒攻擊速度。 \n\n[DECEA3]全套獎勵：[-]\n增加 [DECEA3]《智力》[-] 戰鬥技能的傷害。 \n你可以部署 [DECEA3]1[-] 個砲塔。 \n\n[DECEA3]《Boost》改裝無法安裝在此套裝上。 \n修復需要維修套件（改進）。 [-]
armorNerdBootsImp,items,Clothes,,Nerd Boots [8692FF]Improved[-],書呆子靴子 [8692FF]《改進》[-]
armorNerdBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nerd Boots. When crawling through mountains, it is better not to look down. Increases safe fall height and running speed.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]",重甲\n書呆子靴子的改進版本。爬山時，最好不要往下看。增加安全墜落高度和奔跑速度。 \n\n[DECEA3]全套獎勵：[-]\n增加 [DECEA3]《智力》[-] 戰鬥技能的傷害。 \n你可以部署 [DECEA3]1[-] 個砲塔。 \n\n[DECEA3]《Boost》改裝無法安裝在此套裝上。 \n修復需要維修套件（改進）。 [-]
buffNerdImpSetBonus,buffs,Buff,,[8692FF]Nerd[-],[8692FF]書呆子[-]
buffNerdImpSetBonusName,buffs,buff,,Armor Bonus,護甲加成
buffNerdImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nerd armor bonus.,你會受到改進的書呆子護甲加值的影響。
buffNerdImpSetBonusDesc,buffs,Buff,,You have equipped a full set of [8692FF]Nerd[-] improved Armor\nTurret and stun baton damage increased by [DECEA3]{cvar(.armorNerdImpFSBDisplay:0)}%[-].\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.[-],您已裝備了一整套[8692FF]書呆子[-]改良裝甲\n砲塔和電擊棒傷害增加了[DECEA3]{cvar(.armorNerdImpFSBDisplay:0)}%[-]。 \n您可以部署[DECEA3]1[-]個更多砲塔。 \n\n[DECEA3]此套裝上無法安裝《Boost》修改。 [-]
armorRaiderHelmetImp,items,Clothes,,Raider Helmet [8692FF]Improved[-],襲擊者頭盔 [8692FF]«改進»[-]
armorRaiderHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Raider Helmet. This headgear allows the Raider to regenerate health faster from healing received. You are now better trained in combat with melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\nMelee damage significantly increased. Additionally, the damage of any ranged weapon is increased.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]",重甲\n掠奪者頭盔的改良版。該頭飾可以讓襲擊者從接受的治療中更快地恢復生命值。現在您在使用近戰武器進行戰鬥方面得到了更好的訓練。 \n\n[DECEA3]全套獎勵：[-]\n近戰傷害顯著增加。此外，任何遠程武器的傷害都會增加。 \n\n[DECEA3]該裝置上無法安裝《Boost》修改。 \n修復需要修復套件（改進）。 [-]
armorRaiderOutfitImp,items,Clothes,,Raider Outfit [8692FF]Improved[-],襲擊者服裝 [8692FF]《改進》[-]
armorRaiderOutfitImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Raider Outfit. If you're too close to zombies, they'll eventually deal damage. The key is to quickly recover and move on. Accelerates recovery from critical injuries. Increased health.\n\n[DECEA3]Full Set Bonus:[-]\nMelee damage significantly increased. Additionally, the damage of any ranged weapon is increased.\n\n[DECEA3]The «Boost» modification is not installed on this set.\nRepair requires repair kit (improved).[-]",重甲\n掠奪者服裝的改良版。如果你距離殭屍太近，它們最終會造成傷害。關鍵是要快速恢復並繼續前進。加速從嚴重傷害中恢復。生命值增加。 \n\n[DECEA3]全套獎勵：[-]\n近戰傷害顯著增加。此外，任何遠程武器的傷害都會增加。 \n\n[DECEA3]此套裝上未安裝《Boost》修改。 \n修復需要修復套件（改進）。 [-]
armorRaiderGlovesImp,items,Clothes,,Raider Gloves [8692FF]Improved[-],襲擊者手套 [8692FF]《改進》[-]
