Key,Source,Context,Changes,English,Schinese
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],重甲\n改良型采集者头盔。这种多功能头盔对于资源开采和建筑来说都是舒适且安全的。增加在建设和资源开采过程中获得的经验。\n\n[DECEA3]全套奖励：[-]\n[FF6666]Boost[-]可用（安装在防弹衣中）。增加开采资源的数量以及使用采矿或建筑工具时对任何损坏的抵抗力。\n\n[DECEA3]修复需要修复套件（改进）。[-]
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],采集者服装[8692FF]《改进》[-]
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重甲\n改良采集者服装。一款耐用且舒适的防护服，不仅可以防止岩石，还可以防止入侵者。得益于宽敞的口袋，您可以随时携带采矿和建筑所需的所有物品。\n\n[DECEA3]全套奖励：[-]\n[FF6666]Boost[-]可用（安装在防弹衣中）。增加开采资源的数量以及使用采矿或建筑工具时对任何损坏的抵抗力。\n\n[DECEA3]修复需要修复套件（改进）。[-]
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],采集者手套[8692FF]《改进》[-]
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重甲\n改良型采集手套。由于改进了手掌涂层，只有有人帮助您时您才会松开该工具。增加块损坏并减少修复过程中的工具退化。\n\n[DECEA3]全套奖励：[-]\n[FF6666]Boost[-]可用（安装在防弹衣中）。增加开采资源的数量以及使用采矿或建筑工具时对任何损坏的抵抗力。\n\n[DECEA3]修复需要修复套件（改进）。[-]
armorGathererBootsImp,items,Clothes,,Gatherer Boots [8692FF]Improved[-],收集者靴子[8692FF]《改进》[-]
armorGathererBootsImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer's Boots. There's no better shoe for heavy-duty work. Increases safe fall height and stamina.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],重甲\n改进的采集者靴子。没有比这更好的鞋适合繁重的工作了。增加安全坠落高度和耐力。\n\n[DECEA3]全套奖励：[-]\n[FF6666]Boost[-]可用（安装在防弹衣中）。增加开采资源的数量以及使用采矿或建筑工具时对任何损坏的抵抗力。\n\n[DECEA3]修复需要修复套件（改进）。[-]
buffGathererImpSetBonus,buffs,Buff,,[8692FF]Gatherer[-],[8692FF]Gatherer[-]
buffGathererImpSetBonusName,buffs,buff,,Armor Bonus,护甲加成
buffGathererImpSetBonusTooltip,buffs,buff,,You are affected by the improved Gatherer armor bonus.,你受到改进的采集者护甲加值的影响。
buffGathererImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]Gatherer[-] improved Armor\nThe amount of any extracted resources has been increased by [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nWhile holding construction or mining tools, damage taken is reduced by [DECEA3]15%[-].",您已装备全套[8692FF]Gatherer[-]改良装甲\n任何提取的资源量已增加[DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-]。\n\n持有建筑或采矿工具时，受到的伤害会减少[DECEA3]15%[-]。
armorNomadHelmetImp,items,Clothes,,Nomad Helmet [8692FF]Improved[-],游牧头盔[8692FF]《改进版》[-]
armorNomadHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Helmet. This headdress, which protects against the harsh conditions of the wasteland, allows the nomad to go on long journeys. Reduces the consumption of food and water. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重甲\n游牧头盔的改进版本。这种头饰可以抵御荒地的恶劣条件，让游牧民族能够进行长途旅行。减少食物和水的消耗。现在你在战斗方面得到了更好的训练。\n\n[DECEA3]全套奖励：[-]\n[FF6666]近战武器增强[-]可用（安装在手套中）。增加霰弹枪造成的伤害。\n\n[DECEA3]修复需要修复套件（改进）。[-]
armorNomadOutfitImp,items,Clothes,,Nomad Outfit [8692FF]Improved[-],游牧服装[8692FF]《改进》[-]
armorNomadOutfitImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nomad Outfit. Anything can happen on any journey. The main thing is to be able to quickly recover and move on. Speeds up recovery from critical injuries and increases your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-],重甲\n游牧服装的改进版本。任何旅程中任何事情都可能发生。最主要的是能够快速恢复并继续前进。加快重伤的恢复速度并提高您的承载能力。\n\n[DECEA3]全套奖励：[-]\n[FF6666]近战武器增强[-]可用（安装在手套中）。增加霰弹枪造成的伤害。\n\n[DECEA3]修复需要修复套件（改进）。[-]
armorNomadGlovesImp,items,Clothes,,Nomad Gloves [8692FF]Improved[-],游牧手套[8692FF]《改进》[-]
armorNomadGlovesImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Gloves. If you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重甲\n游牧手套的改进版本。如果你进一所房子过夜，那里肯定有人。提高霰弹枪的射速和装弹速度。您可以安装助推器来提高近战武器的攻击速度。\n\n[DECEA3]全套奖励：[-]\n[FF6666]近战武器增强[-]可用（安装在手套中）。增加霰弹枪造成的伤害。\n\n[DECEA3]修复需要修复套件（改进）。[-]
armorNomadBootsImp,items,Clothes,,Nomad Boots [8692FF]Improved[-],游牧靴子[8692FF]《改进版》[-]
armorNomadBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Boots. When crawling through mountains, it is better not to look down. Increases safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重甲\n游牧靴子的改进版本。爬山时，最好不要向下看。增加安全坠落高度。在近战攻击中你更容易保持平衡。\n\n[DECEA3]全套奖励：[-]\n[FF6666]近战武器增强[-]可用（安装在手套中）。增加霰弹枪造成的伤害。\n\n[DECEA3]修复需要修复套件（改进）。[-]
buffNomadImpSetBonus,buffs,Buff,,[8692FF]Nomad[-],[8692FF]Nomad[-]
buffNomadImpSetBonusName,buffs,buff,,Armor Bonus,护甲加成
buffNomadImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nomad armor bonus.,你受到改进的游牧护甲加成的影响。
buffNomadImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Nomad»[-] improved Armor\nShotgun damage increased by [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-].",您已装备了全套[8692FF]«Nomad»[-]改进装甲\n霰弹枪伤害增加了[DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]。强化近战武器时：伤害增加[DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-]，攻击速度增加[DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-]，体力消耗减少[DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-]。
armorNerdHelmetImp,items,Clothes,,Nerd Goggles [8692FF]Improved[-],书呆子护目镜[8692FF]《改进版》[-]
armorNerdHelmetImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Goggles. This headgear allows the nerd to learn significantly faster. You now gain more experience from trap kills.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],重甲\n书呆子护目镜的改进版本。这款头饰可以让书呆子学习得更快。你现在可以从陷阱击杀中获得更多经验。\n\n[DECEA3]全套奖励：[-]\n增加[DECEA3]《智力》[-]战斗技能的伤害。\n您可以部署[DECEA3]1[-]更多炮塔。\n\n[DECEA3]《Boost》修改无法安装在此装置上。\n维修需要维修套件（改进）。[-]
armorNerdOutfitImp,items,Clothes,,Nerd Outfit [8692FF]Improved[-],书呆子服装[8692FF]《改进版》[-]
armorNerdOutfitImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nerd Outfit. Live and learn. Increases the chance to gain additional skill points when reading magazines, as well as the chance to find books, magazines, and recipes in loot.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]",重甲\n书呆子服装的改进版本。生活和学习。增加阅读杂志时获得额外技能点的机会，以及在战利品中找到书籍、杂志和食谱的机会。\n\n[DECEA3]全套奖励：[-]\n增加[DECEA3]《智力》[-]战斗技能的伤害。\n您可以部署[DECEA3]1[-]更多炮塔。\n\n[DECEA3]《Boost》修改无法安装在此装置上。\n维修需要维修套件（改进）。[-]
armorNerdGlovesImp,items,Clothes,,Nerd Gloves [8692FF]Improved[-],书呆子手套[8692FF]《改进版》[-]
armorNerdGlovesImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Gloves. Increases turret reload speed and stun baton attack speed.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],重甲\n书呆子手套的改进版本。提高炮塔装填速度和电击棒攻击速度。\n\n[DECEA3]全套奖励：[-]\n增加[DECEA3]《智力》[-]战斗技能的伤害。\n您可以部署[DECEA3]1[-]更多炮塔。\n\n[DECEA3]《Boost》修改无法安装在此装置上。\n维修需要维修套件（改进）。[-]
armorNerdBootsImp,items,Clothes,,Nerd Boots [8692FF]Improved[-],书呆子靴子[8692FF]《改进版》[-]
armorNerdBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nerd Boots. When crawling through mountains, it is better not to look down. Increases safe fall height and running speed.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]",重甲\n书呆子靴子的改进版本。爬山时，最好不要向下看。增加安全坠落高度和运行速度。\n\n[DECEA3]全套奖励：[-]\n增加[DECEA3]《智力》[-]战斗技能的伤害。\n您可以部署[DECEA3]1[-]更多炮塔。\n\n[DECEA3]《Boost》修改无法安装在此装置上。\n维修需要维修套件（改进）。[-]
buffNerdImpSetBonus,buffs,Buff,,[8692FF]Nerd[-],ZXPTOKEN0Q书呆子ZXPTOKEN1Q
buffNerdImpSetBonusName,buffs,buff,,Armor Bonus,护甲加成
buffNerdImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nerd armor bonus.,你会受到改进的书呆子护甲加值的影响。
buffNerdImpSetBonusDesc,buffs,Buff,,You have equipped a full set of [8692FF]Nerd[-] improved Armor\nTurret and stun baton damage increased by [DECEA3]{cvar(.armorNerdImpFSBDisplay:0)}%[-].\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.[-],您已装备全套[8692FF]Nerd[-]改良装甲\n炮塔和电击棒伤害增加[DECEA3]{cvar(.armorNerdImpFSBDisplay:0)}%[-]。\n您可以部署[DECEA3]1[-]更多炮塔。\n\n[DECEA3]《Boost》修改版无法安装在此装置上。[-]
armorRaiderHelmetImp,items,Clothes,,Raider Helmet [8692FF]Improved[-],袭击者头盔[8692FF]《改进版》[-]
armorRaiderHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Raider Helmet. This headgear allows the Raider to regenerate health faster from healing received. You are now better trained in combat with melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\nMelee damage significantly increased. Additionally, the damage of any ranged weapon is increased.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]",重甲\n掠夺者头盔的改进版本。该头饰可以让袭击者从接受的治疗中更快地恢复生命值。您现在在使用近战武器进行战斗方面得到了更好的训练。\n\n[DECEA3]全套奖励：[-]\n近战伤害显着增加。此外，任何远程武器的伤害都会增加。\n\n[DECEA3]“Boost”修改无法安装在此装置上。\n维修需要维修套件（改进）。[-]
armorRaiderOutfitImp,items,Clothes,,Raider Outfit [8692FF]Improved[-],袭击者服装[8692FF]《改进》[-]
armorRaiderOutfitImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Raider Outfit. If you're too close to zombies, they'll eventually deal damage. The key is to quickly recover and move on. Accelerates recovery from critical injuries. Increased health.\n\n[DECEA3]Full Set Bonus:[-]\nMelee damage significantly increased. Additionally, the damage of any ranged weapon is increased.\n\n[DECEA3]The «Boost» modification is not installed on this set.\nRepair requires repair kit (improved).[-]",重甲\n掠夺者服装的改进版本。如果你距离僵尸太近，它们最终会造成伤害。关键是要快速恢复并继续前进。加速从严重伤害中恢复。增加健康。\n\n[DECEA3]全套奖励：[-]\n近战伤害显着增加。此外，任何远程武器的伤害都会增加。\n\n[DECEA3]该装置上未安装《Boost》修改。\n维修需要维修套件（改进）。[-]
armorRaiderGlovesImp,items,Clothes,,Raider Gloves [8692FF]Improved[-],袭击者手套[8692FF]《改进》[-]
