Key,Source,Context,Changes,English,Italian
armorAssassinGlovesImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Gloves. Silent - but very fast. Increases the rate of fire and reload speed of sniper rifles. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Armatura media\nUna versione migliorata dei Guanti da Assassino. Silenzioso, ma molto veloce. Aumenta la cadenza di fuoco e la velocità di ricarica dei fucili di precisione. Puoi installare un potenziamento per aumentare la velocità di attacco delle armi da mischia.\n\n[DECEA3]Bonus set completo:[-]\n[FF6666]Potenziamento arma da mischia[-] disponibile (installato nei guanti). Aumenta il danno inflitto dai fucili di precisione.\n\n[DECEA3]La riparazione richiede un kit di riparazione (migliorato).[-]"
armorAssassinBootsImp,items,Clothes,,Assassin Boots [8692FF]Improved[-],Stivali dell'Assassino [8692FF]«Migliorato»[-]
armorAssassinBootsImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Boots. Become silent but deadly. When running in stealth mode, you will not make any sounds. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armatura media\nUna versione migliorata degli Stivali da Assassino. Diventa silenzioso ma mortale. Quando corri in modalità invisibile, non emetterai alcun suono. È molto più facile per te mantenere l'equilibrio durante gli attacchi corpo a corpo.\n\n[DECEA3]Bonus set completo:[-]\n[FF6666]Potenziamento arma corpo a corpo[-] disponibile (installato nei guanti). Aumenta il danno inflitto dai fucili di precisione.\n\n[DECEA3]La riparazione richiede un kit di riparazione (migliorato).[-]"
buffAssassinImpSetBonus,buffs,Buff,,[8692FF]Assassin[-],[8692FF]Assassino[-]
buffAssassinImpSetBonusName,buffs,buff,,Armor Bonus,Bonus armatura
buffAssassinImpSetBonusTooltip,buffs,buff,,You are affected by the improved Assassin armor bonus.,Sei influenzato dal bonus migliorato dell'armatura dell'Assassino.
buffAssassinImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Assassin»[-] Improved Armor\nSniper rifle damage increased by [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].","Hai equipaggiato un set completo di [8692FF]«Assassin»[-] Armatura migliorata\nDanni del fucile di precisione aumentati del [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. Quando si potenziano le armi da mischia: danno aumentato del [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], velocità d'attacco aumentata del [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], costo della resistenza ridotto del [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-]."
armorGathererHelmetImp,items,Clothes,,Gatherer Helmet [8692FF]Improved[-],Casco del Raccoglitore [8692FF]«Migliorato»[-]
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armatura pesante\nElmetto da raccoglitore migliorato. Questo copricapo versatile è comodo e sicuro sia per l'estrazione di risorse che per l'edilizia. Aumenta l'esperienza acquisita durante la costruzione e l'estrazione di risorse.\n\n[DECEA3]Bonus set completo:[-]\n[FF6666]Boost[-] disponibile (installato nell'armatura). Aumenta la quantità di risorse estratte e la resistenza a eventuali danni quando si utilizzano strumenti di estrazione o di costruzione.\n\n[DECEA3]La riparazione richiede un kit di riparazione (migliorato).[-]
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],Costume da raccoglitore [8692FF]«Migliorato»[-]
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armatura pesante\nVestito da raccoglitore migliorato. Una tuta resistente e confortevole che protegge non solo dalle rocce ma anche dagli intrusi. Grazie alle tasche spaziose, puoi sempre portare con te tutto ciò di cui hai bisogno per l'estrazione mineraria e la costruzione.\n\n[DECEA3]Bonus set completo:[-]\n[FF6666]Boost[-] disponibile (installato nell'armatura). Aumenta la quantità di risorse estratte e la resistenza a eventuali danni quando si utilizzano strumenti di estrazione o di costruzione.\n\n[DECEA3]La riparazione richiede un kit di riparazione (migliorato).[-]"
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],Guanti Raccoglitore [8692FF]«Migliorati»[-]
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armatura pesante\nGuanti da raccoglitore migliorati. Grazie al rivestimento migliorato del palmo, lascerai andare l'utensile solo se qualcuno ti aiuta. Aumenta il danno da blocco e riduce il degrado dell'utensile durante le riparazioni.\n\n[DECEA3]Bonus set completo:[-]\n[FF6666]Boost[-] disponibile (installato nell'armatura). Aumenta la quantità di risorse estratte e la resistenza a eventuali danni quando si utilizzano strumenti di estrazione o di costruzione.\n\n[DECEA3]La riparazione richiede un kit di riparazione (migliorato).[-]"
armorGathererBootsImp,items,Clothes,,Gatherer Boots [8692FF]Improved[-],Stivali del Raccoglitore [8692FF]«Migliorato»[-]
armorGathererBootsImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer's Boots. There's no better shoe for heavy-duty work. Increases safe fall height and stamina.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armatura pesante\nStivali del raccoglitore migliorati. Non esiste scarpa migliore per i lavori pesanti. Aumenta l'altezza di caduta sicura e la resistenza.\n\n[DECEA3]Bonus set completo:[-]\n[FF6666]Boost[-] disponibile (installato nell'armatura). Aumenta la quantità di risorse estratte e la resistenza a eventuali danni quando si utilizzano strumenti di estrazione o di costruzione.\n\n[DECEA3]La riparazione richiede un kit di riparazione (migliorato).[-]
buffGathererImpSetBonus,buffs,Buff,,[8692FF]Gatherer[-],[8692FF]Raccoglitore[-]
buffGathererImpSetBonusName,buffs,buff,,Armor Bonus,Bonus armatura
buffGathererImpSetBonusTooltip,buffs,buff,,You are affected by the improved Gatherer armor bonus.,Sei influenzato dal bonus migliorato dell'armatura del Raccoglitore.
buffGathererImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]Gatherer[-] improved Armor\nThe amount of any extracted resources has been increased by [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nWhile holding construction or mining tools, damage taken is reduced by [DECEA3]15%[-].","Hai equipaggiato un set completo di [8692FF]Gatherer[-] Armatura migliorata\nLa quantità di tutte le risorse estratte è stata aumentata del [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nMentre si impugnano strumenti di costruzione o di estrazione, i danni subiti sono ridotti del [DECEA3]15%[-]."
armorNomadHelmetImp,items,Clothes,,Nomad Helmet [8692FF]Improved[-],Casco Nomade [8692FF]«Migliorato»[-]
armorNomadHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Helmet. This headdress, which protects against the harsh conditions of the wasteland, allows the nomad to go on long journeys. Reduces the consumption of food and water. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armatura pesante\nUna versione migliorata dell'Elmo Nomade. Questo copricapo, che protegge dalle dure condizioni della terra desolata, consente al nomade di intraprendere lunghi viaggi. Riduce il consumo di cibo e acqua. Ora sei più addestrato al combattimento.\n\n[DECEA3]Bonus set completo:[-]\n[FF6666]Potenziamento arma da mischia[-] disponibile (installato nei guanti). Aumenta i danni inflitti dai fucili.\n\n[DECEA3]La riparazione richiede un kit di riparazione (migliorato).[-]"
armorNomadOutfitImp,items,Clothes,,Nomad Outfit [8692FF]Improved[-],Costume da nomade [8692FF]«Migliorato»[-]
armorNomadOutfitImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nomad Outfit. Anything can happen on any journey. The main thing is to be able to quickly recover and move on. Speeds up recovery from critical injuries and increases your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armatura pesante\nUna versione migliorata dell'abito da nomade. Tutto può succedere in qualsiasi viaggio. La cosa principale è essere in grado di riprendersi rapidamente e andare avanti. Accelera il recupero da lesioni gravi e aumenta la capacità di carico.\n\n[DECEA3]Bonus set completo:[-]\n[FF6666]Potenziamento arma da mischia[-] disponibile (installato nei guanti). Aumenta i danni inflitti dai fucili.\n\n[DECEA3]La riparazione richiede un kit di riparazione (migliorato).[-]
armorNomadGlovesImp,items,Clothes,,Nomad Gloves [8692FF]Improved[-],Guanti Nomadi [8692FF]«Migliorati»[-]
armorNomadGlovesImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Gloves. If you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armatura pesante\nUna versione migliorata dei Guanti Nomadi. Se entri in una casa per passare la notte, sicuramente c'è qualcuno. Aumenta la cadenza di fuoco e la velocità di ricarica dei fucili. Puoi installare un potenziamento per aumentare la velocità di attacco delle armi da mischia.\n\n[DECEA3]Bonus set completo:[-]\n[FF6666]Potenziamento arma da mischia[-] disponibile (installato nei guanti). Aumenta i danni inflitti dai fucili.\n\n[DECEA3]La riparazione richiede un kit di riparazione (migliorato).[-]"
armorNomadBootsImp,items,Clothes,,Nomad Boots [8692FF]Improved[-],Stivali nomadi [8692FF]«Migliorato»[-]
armorNomadBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Boots. When crawling through mountains, it is better not to look down. Increases safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armatura pesante\nUna versione migliorata degli Stivali Nomadi. Quando si striscia attraverso le montagne, è meglio non guardare in basso. Aumenta l'altezza di caduta sicura. È molto più facile per te mantenere l'equilibrio durante gli attacchi corpo a corpo.\n\n[DECEA3]Bonus set completo:[-]\n[FF6666]Potenziamento arma corpo a corpo[-] disponibile (installato nei guanti). Aumenta i danni inflitti dai fucili.\n\n[DECEA3]La riparazione richiede un kit di riparazione (migliorato).[-]"
buffNomadImpSetBonus,buffs,Buff,,[8692FF]Nomad[-],[8692FF]Nomade[-]
buffNomadImpSetBonusName,buffs,buff,,Armor Bonus,Bonus armatura
buffNomadImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nomad armor bonus.,Sei influenzato dal bonus migliorato dell'armatura Nomade.
buffNomadImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Nomad»[-] improved Armor\nShotgun damage increased by [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-].","Hai equipaggiato un set completo di [8692FF]«Nomad»[-] Armatura migliorata\nDanni del fucile a pompa aumentati di [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. Quando si potenziano le armi da mischia: danno aumentato di [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], velocità di attacco aumentata di [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], costo di resistenza ridotto di [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-]."
armorNerdHelmetImp,items,Clothes,,Nerd Goggles [8692FF]Improved[-],Occhiali da nerd [8692FF]«Migliorato»[-]
armorNerdHelmetImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Goggles. This headgear allows the nerd to learn significantly faster. You now gain more experience from trap kills.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],Armatura pesante\nUna versione migliorata degli occhiali da nerd. Questo copricapo consente al nerd di apprendere molto più velocemente. Ora guadagni più esperienza uccidendo le trappole.\n\n[DECEA3]Bonus set completo:[-]\nAumenta il danno delle abilità di combattimento di [DECEA3]«Intelligenza»[-].\nPuoi schierare [DECEA3]1[-] torretta in più.\n\n[DECEA3]La modifica «Boost» non può essere installata su questo set.\nLa riparazione richiede un kit di riparazione (migliorato).[-]
armorNerdOutfitImp,items,Clothes,,Nerd Outfit [8692FF]Improved[-],Costume da nerd [8692FF]«Migliorato»[-]
armorNerdOutfitImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nerd Outfit. Live and learn. Increases the chance to gain additional skill points when reading magazines, as well as the chance to find books, magazines, and recipes in loot.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]","Armatura pesante\nUna versione migliorata del costume da nerd. Vivi e impara. Aumenta la possibilità di ottenere punti abilità aggiuntivi leggendo riviste, nonché la possibilità di trovare libri, riviste e ricette nel bottino.\n\n[DECEA3]Bonus set completo:[-]\nAumenta il danno delle abilità di combattimento [DECEA3]«Intelligenza»[-].\nPuoi schierare [DECEA3]1[-] torretta in più.\n\n[DECEA3]La modifica «Boost» non può essere installata su questo impostato.\nLa riparazione richiede un kit di riparazione (migliorato).[-]"
