Key,File,Type,UsedInMainMenu,english,schinese
itemAECDoomlordContract_Magnum,,,false,[00E5FF]AEC Hazard 3 |[-] [FFD700]Doomlord Contract | Magnum Defense[-],[00E5FF]AEC 危险度 3 |[-] [FFD700]末日领主契约 | 马格南枪手防守[-]
itemAECDoomlordContract_Knife,,,false,[00E5FF]AEC Hazard 3 |[-] [FFD700]Doomlord Contract | Knife Defense[-],[00E5FF]AEC 危险度 3 |[-] [FFD700]末日领主契约 | 刀手防守[-]
itemAECDoomlordContract_Demo,,,false,[FFD700]AEC Hazard 4 |[-] [FFD700]Doomlord Contract | Demolition Squad[-],[FFD700]AEC 危险度 4 |[-] [FFD700]末日领主契约 | 爆破感染者小队[-]
itemAECDoomlordContract_Frontline,,,false,[FFD700]AEC Hazard 4 |[-] [FFD700]Doomlord Contract | Frontline Assault[-],[FFD700]AEC 危险度 4 |[-] [FFD700]末日领主契约 | Frontline 突袭[-]
itemAECDoomlordContract_Overwatch,,,false,[FFD700]AEC Hazard 4 |[-] [FFD700]Doomlord Contract | Overwatch[-],[FFD700]AEC 危险度 4 |[-] [FFD700]末日领主契约 | 监视火力[-]
itemAECDoomlordContract_FireTeam,,,false,[FFD700]AEC Hazard 4 |[-] [FFD700]Doomlord Contract | Fire Team[-],[FFD700]AEC 危险度 4 |[-] [FFD700]末日领主契约 | 火力小组[-]
itemAECDoomlordContract_Hunt,,,false,[FF0000]AEC Hazard 5 |[-] [FFD700]Doomlord Contract | Boss Hunt[-],[FF0000]AEC 危险度 5 |[-] [FFD700]末日领主契约 | 首领猎杀[-]
itemAECDoomlordContract_Siege,,,false,[FF0000]AEC Hazard 5 |[-] [FFD700]Doomlord Contract | Boss Siege[-],[FF0000]AEC 危险度 5 |[-] [FFD700]末日领主契约 | 首领围攻[-]
itemAECDoomlordContract_100waveschallenge,,,false,[00E5FF]AEC 100 waves challenge 0[FFD700]★[-] |[-] [FFD700]Doomlord grenadier[-],[00E5FF]AEC 100 波挑战 0[FFD700]★[-] |[-] [FFD700]末日领主掷弹兵[-]
itemAECDoomlordContract_100waveschallenge_minion,,,false,[00E5FF]AEC 100 waves challenge 0[FFD700]★[-] |[-] [FFD700]Doomlord Gun[-],[00E5FF]AEC 100 波挑战 0[FFD700]★[-] |[-] [FFD700]末日领主枪手[-]
itemAECDoomlordContract_100waveschallenge_minion02,,,false,[00E5FF]AEC 100 waves challenge 0[FFD700]★[-] |[-] [FFD700]Doomlord Rocket[-],[00E5FF]AEC 100 波挑战 0[FFD700]★[-] |[-] [FFD700]末日领主火箭兵[-]
itemAECDoomlordHordeBundle_desc,,,false,A reward cache from Doomlord Horde contracts. Contains useful supplies and possible mutation samples.,来自末日领主尸潮契约的奖励箱，内含实用补给，并可能含有变异样本。
itemAECDoomlordAssaultBundle_desc,,,false,An assault-grade reward bundle from Doomlord mixed-team contracts.,来自末日领主混合小队契约的进攻级奖励包。
itemAECDoomlordHuntBundle_desc,,,false,Elite hunting reward from a Doomlord Hunt contract. Chance for rare mutation samples.,末日领主猎杀契约的精英奖励，有机会获得稀有变异样本。
itemAECDoomlordSiegeBundle_desc,,,false,Siege reward bundle from a Doomlord Siege contract. Best chance for the Core.,末日领主围攻契约奖励包，获得核心的概率最高。
airdrop_AEC_GenericRewardAmmo,entityclasses,Entity,false,AEC Endless Ammo Drop,AEC 无尽弹药空投
airdrop_AEC_GenericRewardT01,entityclasses,Entity,false,AEC Endless Reward Cache T01,AEC 无尽奖励箱 T01
airdrop_AEC_GenericRewardT02,entityclasses,Entity,false,AEC Endless Reward Cache T02,AEC 无尽奖励箱 T02
airdrop_AEC_GenericRewardT03,entityclasses,Entity,false,AEC Endless Reward Cache T03,AEC 无尽奖励箱 T03
airdrop_AEC_GenericRewardT04,entityclasses,Entity,false,AEC Endless Reward Cache T04,AEC 无尽奖励箱 T04
airdrop_AEC_GenericRewardT05,entityclasses,Entity,false,AEC Endless Reward Cache T05,AEC 无尽奖励箱 T05
airdrop_AEC_GenericRewardT06,entityclasses,Entity,false,AEC Endless Reward Cache T06,AEC 无尽奖励箱 T06
airdrop_AEC_GenericRewardT07,entityclasses,Entity,false,AEC Endless Reward Cache T07,AEC 无尽奖励箱 T07
airdrop_AEC_GenericRewardT08,entityclasses,Entity,false,AEC Endless Reward Cache T08,AEC 无尽奖励箱 T08
airdrop_AEC_GenericRewardT09,entityclasses,Entity,false,AEC Endless Reward Cache T09,AEC 无尽奖励箱 T09
airdrop_AEC_GenericRewardT10,entityclasses,Entity,false,AEC Endless Reward Cache T10,AEC 无尽奖励箱 T10
airdrop_AEC_GenericRewardT11,entityclasses,Entity,false,AEC Endless Reward Cache T11,AEC 无尽奖励箱 T11
airdrop_AEC_GenericRewardT12,entityclasses,Entity,false,AEC Endless Reward Cache T12,AEC 无尽奖励箱 T12
airdrop_AEC_GenericRewardT13,entityclasses,Entity,false,AEC Endless Reward Cache T13,AEC 无尽奖励箱 T13
airdrop_AEC_GenericRewardT14,entityclasses,Entity,false,AEC Endless Reward Cache T14,AEC 无尽奖励箱 T14
airdrop_AEC_GenericRewardT15,entityclasses,Entity,false,AEC Endless Reward Cache T15,AEC 无尽奖励箱 T15
airdrop_AEC_GenericRewardT16,entityclasses,Entity,false,AEC Endless Reward Cache T16,AEC 无尽奖励箱 T16
airdrop_AEC_GenericRewardT17,entityclasses,Entity,false,AEC Endless Reward Cache T17,AEC 无尽奖励箱 T17
airdrop_AEC_GenericRewardT18,entityclasses,Entity,false,AEC Endless Reward Cache T18,AEC 无尽奖励箱 T18
airdrop_AEC_GenericRewardT19,entityclasses,Entity,false,AEC Endless Reward Cache T19,AEC 无尽奖励箱 T19
airdrop_AEC_GenericRewardT20,entityclasses,Entity,false,AEC Endless Reward Cache T20,AEC 无尽奖励箱 T20
itemAECDoomlordContract_Grenadier_desc,,,false,Contract: Hunt down five waves of Doomlord Grenadiers.,契约：消灭五波末日领主掷弹兵。
itemAECDoomlordContract_Rocket_desc,,,false,Contract: Neutralize five Doomlord Rocket waves.,契约：消灭五波末日领主火箭兵。
itemAECDoomlordContract_Pistol_desc,,,false,Contract: Eliminate five waves of Doomlord Pistol troopers.,契约：消灭五波末日领主手枪兵。
itemAECDoomlordContract_Shotgun_desc,,,false,Contract: Eliminate five waves of Doomlord Shotgun troopers in the wild.,契约：在荒野中消灭五波末日领主霰弹枪兵。
itemAECDoomlordContract_Sniper_desc,,,false,Contract: Clear five waves of Doomlord Snipers from the field.,契约：从战场上清除五波末日领主狙击手。
itemAECDoomlordContract_Magnum_desc,,,false,Contract: Hunt down five waves of Doomlord Magnum patrols in the open.,契约：在开阔地带消灭五波末日领主马格南巡逻队。
itemAECDoomlordContract_Knife_desc,,,false,Contract: Stop five waves of Doomlord Knife Runners in the wild.,契约：在荒野中阻止五波末日领主持刀奔跑者。
itemAECDoomlordContract_Demo_desc,,,false,Contract: Survive five waves of the explosive Demo Squad (Grenadiers + Rockets).,契约：抵御五波爆破小队（掷弹兵与火箭兵）。
itemAECDoomlordContract_Frontline_desc,,,false,Contract: Defend a position against three waves of Frontline assault troops (Shotgun + Knife).,契约：守住阵地，抵御三波前线突击队（霰弹枪兵与持刀者）。
itemAECDoomlordContract_Overwatch_desc,,,false,Contract: Break through five waves of Overwatch suppression (Sniper + Magnum).,契约：突破五波监视火力压制（狙击手与马格南守卫）。
itemAECDoomlordContract_FireTeam_desc,,,false,Contract: Engage and eliminate five waves of coordinated Fire Teams (Pistol + Magnum).,契约：迎战并消灭五波协同火力小队（手枪兵与马格南守卫）。
itemAECDoomlordContract_Hunt_desc,,,false,Contract: Survive six mixed elite waves then kill Doomlord Demolishman himself.,契约：抵御六波混合精英部队，然后击杀末日领主爆破者本人。
itemAECDoomlordContract_Siege_desc,,,false,Contract: Defend a fortified location through four elite waves then slay Demolishman.,契约：在加固地点抵御四波精英部队，然后击杀爆破者。
itemAECDoomlordContract_100waveschallenge_desc,,,false,Contract: survive the 100 Waves Challenge against the Grenadier as the timer drops from 60 seconds to 20.,契约：迎战掷弹兵并挺过 100 波挑战，每波限时将从 60 秒逐渐缩短至 20 秒。
itemAECDoomlordContract_100waveschallenge_minion_desc,,,false,Contract: survive the 100 Waves Challenge against the Doomlord Minion as the timer drops from 60 seconds to 20.,契约：迎战末日领主仆从并挺过 100 波挑战，每波限时将从 60 秒逐渐缩短至 20 秒。
itemAECDoomlordContract_100waveschallenge_minion02_desc,,,false,Contract: survive the 100 Waves Challenge against the Doomlord Minion02 Rocket as the timer drops from 60 seconds to 20.,契约：迎战末日领主仆从02 火箭兵并挺过 100 波挑战，每波限时将从 60 秒逐渐缩短至 20 秒。
eventAECDoomlordArrival_Grenadier_msg,,,false,Grenadier squad closing in — watch for grenades!,掷弹兵小队正在逼近——小心手雷！
eventAECDoomlordArrival_Rocket_msg,,,false,Rocket troopers inbound — find cover NOW!,火箭兵正在接近——立即寻找掩体！
eventAECDoomlordArrival_Pistol_msg,,,false,Pistol squad converging on your position!,手枪小队正在向你的位置集结！
eventAECDoomlordArrival_Shotgun_msg,,,false,Shotgun rush inbound — they won't stop!,霰弹枪突击队正在接近——他们不会停下！
eventAECDoomlordArrival_Sniper_msg,,,false,Sniper nest established. Watch your head!,狙击阵地已经建立，注意隐蔽！
eventAECDoomlordArrival_Magnum_msg,,,false,Magnum guard deploying — heavy fire incoming!,马格南守卫正在部署——重火力即将来袭！
eventAECDoomlordArrival_Knife_msg,,,false,Knife runners inbound — get them before they reach you!,持刀奔跑者正在接近——别让他们靠近！
eventAECDoomlordArrival_Demo_msg,,,false,Demo squad incoming — Grenadiers AND Rockets. Spread out!,爆破小队来袭——掷弹兵和火箭兵都有，立刻分散！
eventAECDoomlordArrival_Frontline_msg,,,false,Frontline assault — Shotgun and Knife troops converging!,前线进攻——霰弹枪兵与持刀者正在集结！
eventAECDoomlordArrival_Overwatch_msg,,,false,Overwatch deployed — Snipers and Magnums on high ground!,监视小队已经部署——狙击手与马格南守卫占据了高地！
eventAECDoomlordArrival_FireTeam_msg,,,false,Fire team deployed — Pistols and Magnums closing in!,火力小队已经部署——手枪兵与马格南守卫正在逼近！
eventAECDoomlordArrival_Hunt_msg,,,false,You have entered Doomlord territory. Survive to face him!,你已进入末日领主的领地。活下来，才能与他正面对决！
eventAECDoomlordArrival_Siege_msg,,,false,Doomlord forces are laying siege! Hold position!,末日领主部队正在围攻，守住阵地！
eventAECWaveChallengeArrival_msg,,,false,AEC bonus contract armed. Hold the lure and prepare for the challenge.,AEC 奖励契约已启动。守住诱饵并准备迎接挑战。
eventAECGenericAmmoDrop_TieredRewards,,,false,AEC ammo supply drop inbound.,AEC弹药补给空投正在接近。
eventAECDoomlordWave1_msg,,,false,WAVE 1: Doomlord forces advancing!,第 1 波： 末日领主的部队正在推进！
eventAECDoomlordWave2_msg,,,false,WAVE 2: More Doomlord troops incoming!,第 2 波： 更多末日领主部队正在逼近！
eventAECDoomlordWave3_msg,,,false,WAVE 3: Keep holding — more are coming!,第3波：继续坚守——还有更多敌人！
eventAECDoomlordWave4_msg,,,false,WAVE 4: Another Doomlord assault is crashing into your line!,第4波：末日领主的又一轮进攻正在冲击防线！
eventAECDoomlordWave5_msg,,,false,WAVE 5: Final push. Break the last Doomlord wave!,第5波：最后的攻势。击溃末日领主的最后一波部队！
eventAECDoomlordWave6_msg,,,false,FINAL WAVE: The last Doomlord elite wave is here. Boss incoming next!,最后一波：末日领主最后一批精英已经出现，接下来就是首领！
eventAECWaveChallengeStart_msg,,,false,Wave challenge active. Survive each wave as the timer drops every five waves from 60 seconds to 20.,波次挑战已启动。抵御所有波次；每完成五波，计时器会逐渐从60秒缩短至20秒。
eventAECWaveChallengeWave_msg,,,false,CONTRACT WAVE: Enemies are inbound. Grab the supply drops before the next timer expires.,契约波次：敌人正在接近。在下一次倒计时结束前拾取补给空投。
eventAECWaveChallengeChat_001,,,false,| [00E5FF]WAVE 1/100:[-] Zombies are coming.,| [00E5FF]第 1/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_002,,,false,| [00E5FF]WAVE 2/100:[-] Zombies are coming.,| [00E5FF]第 2/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_003,,,false,| [00E5FF]WAVE 3/100:[-] Zombies are coming.,| [00E5FF]第 3/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_004,,,false,| [00E5FF]WAVE 4/100:[-] Zombies are coming.,| [00E5FF]第 4/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_005,,,false,| [00E5FF]WAVE 5/100:[-] Zombies are coming.,| [00E5FF]第 5/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_006,,,false,| [00E5FF]WAVE 6/100:[-] Zombies are coming.,| [00E5FF]第 6/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_007,,,false,| [00E5FF]WAVE 7/100:[-] Zombies are coming.,| [00E5FF]第 7/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_008,,,false,| [00E5FF]WAVE 8/100:[-] Zombies are coming.,| [00E5FF]第 8/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_009,,,false,| [00E5FF]WAVE 9/100:[-] Zombies are coming.,| [00E5FF]第 9/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_010,,,false,| [00E5FF]WAVE 10/100:[-] Zombies are coming.,| [00E5FF]第 10/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_011,,,false,| [00E5FF]WAVE 11/100:[-] Zombies are coming.,| [00E5FF]第 11/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_012,,,false,| [00E5FF]WAVE 12/100:[-] Zombies are coming.,| [00E5FF]第 12/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_013,,,false,| [00E5FF]WAVE 13/100:[-] Zombies are coming.,| [00E5FF]第 13/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_014,,,false,| [00E5FF]WAVE 14/100:[-] Zombies are coming.,| [00E5FF]第 14/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_015,,,false,| [00E5FF]WAVE 15/100:[-] Zombies are coming.,| [00E5FF]第 15/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_016,,,false,| [00E5FF]WAVE 16/100:[-] Zombies are coming.,| [00E5FF]第 16/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_017,,,false,| [00E5FF]WAVE 17/100:[-] Zombies are coming.,| [00E5FF]第 17/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_018,,,false,| [00E5FF]WAVE 18/100:[-] Zombies are coming.,| [00E5FF]第 18/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_019,,,false,| [00E5FF]WAVE 19/100:[-] Zombies are coming.,| [00E5FF]第 19/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_020,,,false,| [00E5FF]WAVE 20/100:[-] Zombies are coming.,| [00E5FF]第 20/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_021,,,false,| [00E5FF]WAVE 21/100:[-] Zombies are coming.,| [00E5FF]第 21/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_022,,,false,| [00E5FF]WAVE 22/100:[-] Zombies are coming.,| [00E5FF]第 22/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_023,,,false,| [00E5FF]WAVE 23/100:[-] Zombies are coming.,| [00E5FF]第 23/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_024,,,false,| [00E5FF]WAVE 24/100:[-] Zombies are coming.,| [00E5FF]第 24/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_025,,,false,| [00E5FF]WAVE 25/100:[-] Zombies are coming.,| [00E5FF]第 25/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_026,,,false,| [00E5FF]WAVE 26/100:[-] Zombies are coming.,| [00E5FF]第 26/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_027,,,false,| [00E5FF]WAVE 27/100:[-] Zombies are coming.,| [00E5FF]第 27/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_028,,,false,| [00E5FF]WAVE 28/100:[-] Zombies are coming.,| [00E5FF]第 28/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_029,,,false,| [00E5FF]WAVE 29/100:[-] Zombies are coming.,| [00E5FF]第 29/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_030,,,false,| [00E5FF]WAVE 30/100:[-] Zombies are coming.,| [00E5FF]第 30/100 波：[-]僵尸正在逼近。
eventAECWaveChallengeChat_031,,,false,| [00E5FF]WAVE 31/100:[-] Zombies are coming.,| [00E5FF]第 31/100 波：[-]僵尸正在逼近。
